id,longitude,latitude,from,to,label
1,-56.44158842615074,-13.724946325955125,2000-02-18,2016-06-25,NoClass
1,-56.42893077147784,-13.732180097735693,2000-02-18,2016-06-25,NoClass
1,-56.44851463486204,-13.627865230503708,2000-02-18,2016-06-25,NoClass
1,-56.45471413360504,-13.63401533646934,2000-02-18,2016-06-25,NoClass
1,-56.44596017012086,-13.644951829184718,2000-02-18,2016-06-25,NoClass
1,-56.43818079092021,-13.653452975622612,2000-02-18,2016-06-25,NoClass
1,-56.433427043411236,-13.664374272130017,2000-02-18,2016-06-25,NoClass
1,-56.44342057570052,-13.67921665365592,2000-02-18,2016-06-25,NoClass
1,-56.43670671383091,-13.71374803910033,2000-02-18,2016-06-25,NoClass
1,-56.46623901606502,-13.627746063903322,2000-02-18,2016-06-25,NoClass
1,-56.46372360901834,-13.635576255528946,2000-02-18,2016-06-25,NoClass
1,-56.46079569579579,-13.648513100862477,2000-02-18,2016-06-25,NoClass
1,-56.45602182656202,-13.6577142244263,2000-02-18,2016-06-25,NoClass
1,-56.45270148305542,-13.669095724243393,2000-02-18,2016-06-25,NoClass
1,-56.45238538213921,-13.680697459345756,2000-02-18,2016-06-25,NoClass
1,-56.4456735415031,-13.715178183142605,2000-02-18,2016-06-25,NoClass
1,-56.474022798233214,-13.626738196285073,2000-02-18,2016-06-25,NoClass
1,-56.47344352584954,-13.63957778514873,2000-02-18,2016-06-25,NoClass
1,-56.47039093272839,-13.648865118129523,2000-02-18,2016-06-25,NoClass
1,-56.46881139352857,-13.660613032119434,2000-02-18,2016-06-25,NoClass
1,-56.46634950827328,-13.671909745575658,2000-02-18,2016-06-25,NoClass
1,-56.463967293553274,-13.683079225864164,2000-02-18,2016-06-25,NoClass
1,-56.46166377189851,-13.694462814726483,2000-02-18,2016-06-25,NoClass
1,-56.459377085206945,-13.705856354095562,2000-02-18,2016-06-25,NoClass
1,-56.457180848870514,-13.717182408798532,2000-02-18,2016-06-25,NoClass
1,-56.48590828493332,-13.630853015373798,2000-02-18,2016-06-25,NoClass
1,-56.484146081250586,-13.640473200258684,2000-02-18,2016-06-25,NoClass
1,-56.481204608462235,-13.650796380064625,2000-02-18,2016-06-25,NoClass
1,-56.479155481074116,-13.663623114269958,2000-02-18,2016-06-25,NoClass
1,-56.477257788643854,-13.67400765294662,2000-02-18,2016-06-25,NoClass
1,-56.47497339006315,-13.685300551547797,2000-02-18,2016-06-25,NoClass
1,-56.47245042621228,-13.697005896348994,2000-02-18,2016-06-25,NoClass
1,-56.47008833058009,-13.708213037361803,2000-02-18,2016-06-25,NoClass
1,-56.46809705164422,-13.719425645606396,2000-02-18,2016-06-25,NoClass
1,-56.46562799047032,-13.728488034543185,2000-02-18,2016-06-25,NoClass
1,-56.49069103444699,-13.647137847430832,2000-02-18,2016-06-25,NoClass
1,-56.48438974049818,-13.675617396964162,2000-02-18,2016-06-25,NoClass
1,-56.4867913585219,-13.689880088782756,2000-02-18,2016-06-25,NoClass
1,-56.48365351072019,-13.698991919957324,2000-02-18,2016-06-25,NoClass
1,-56.48138392561393,-13.710375293273405,2000-02-18,2016-06-25,NoClass
1,-56.479059537657356,-13.721743772221998,2000-02-18,2016-06-25,NoClass
1,-56.47751669314305,-13.732383699659076,2000-02-18,2016-06-25,NoClass
1,-56.474328426788766,-13.740779230343003,2000-02-18,2016-06-25,NoClass
1,-56.49743343793279,-13.656865233522224,2000-02-18,2016-06-25,NoClass
1,-56.493141583811784,-13.66375147572015,2000-02-18,2016-06-25,NoClass
1,-56.49535447945393,-13.691808533801172,2000-02-18,2016-06-25,NoClass
1,-56.4920100743833,-13.699940252298159,2000-02-18,2016-06-25,NoClass
1,-56.48904062396616,-13.712290695379481,2000-02-18,2016-06-25,NoClass
1,-56.49080297098033,-13.72421607105011,2000-02-18,2016-06-25,NoClass
1,-56.48844147606717,-13.735492380307484,2000-02-18,2016-06-25,NoClass
1,-56.4859169187127,-13.74244552448051,2000-02-18,2016-06-25,NoClass
1,-56.50336874411006,-13.718247962575855,2000-02-18,2016-06-25,NoClass
1,-56.500670890812316,-13.726132062655937,2000-02-18,2016-06-25,NoClass
1,-56.49948333868887,-13.738291055421763,2000-02-18,2016-06-25,NoClass
1,-56.499401305833935,-13.748793279084175,2000-02-18,2016-06-25,NoClass
1,-56.5145065144308,-13.730683440987182,2000-02-18,2016-06-25,NoClass
1,-56.512150770807786,-13.740424040034291,2000-02-18,2016-06-25,NoClass
1,-56.50974055036112,-13.751576649878078,2000-02-18,2016-06-25,NoClass
1,-56.50827670062656,-13.762575979372558,2000-02-18,2016-06-25,NoClass
1,-56.508498074387795,-13.772531697063586,2000-02-18,2016-06-25,NoClass
1,-56.522983333303,-13.7322124210931,2000-02-18,2016-06-25,NoClass
1,-56.52449380372737,-13.743501004774648,2000-02-18,2016-06-25,NoClass
1,-56.52242785493335,-13.75400385901283,2000-02-18,2016-06-25,NoClass
1,-56.519070608654864,-13.765488016148204,2000-02-18,2016-06-25,NoClass
1,-56.516952059003394,-13.777229328594364,2000-02-18,2016-06-25,NoClass
1,-56.530798549115346,-13.767406806169454,2000-02-18,2016-06-25,NoClass
1,-56.52633349456108,-13.776436583081965,2000-02-18,2016-06-25,NoClass
1,-56.53469188103989,-13.664780433735045,2000-02-18,2016-06-25,NoClass
1,-56.53279837653777,-13.67320283531773,2000-02-18,2016-06-25,NoClass
1,-56.54444260104475,-13.667392711741257,2000-02-18,2016-06-25,NoClass
1,-56.54506025395183,-13.674220755626804,2000-02-18,2016-06-25,NoClass
1,-56.547411628782044,-13.683181049227105,2000-02-18,2016-06-25,NoClass
1,-56.546411899559764,-13.690504079439734,2000-02-18,2016-06-25,NoClass
1,-56.54569245062812,-13.700058697835749,2000-02-18,2016-06-25,NoClass
1,-56.54432446112267,-13.709398757991003,2000-02-18,2016-06-25,NoClass
1,-56.543378749917736,-13.723690374417062,2000-02-18,2016-06-25,NoClass
1,-56.544677679726256,-13.735882968924331,2000-02-18,2016-06-25,NoClass
1,-56.54588325655596,-13.750216095418182,2000-02-18,2016-06-25,NoClass
1,-56.545594049461194,-13.75907800069125,2000-02-18,2016-06-25,NoClass
1,-56.55621461784088,-13.677392885021805,2000-02-18,2016-06-25,NoClass
1,-56.55417107678167,-13.688264719194105,2000-02-18,2016-06-25,NoClass
1,-56.55278965822406,-13.701627895225466,2000-02-18,2016-06-25,NoClass
1,-56.55177434113135,-13.713124580709126,2000-02-18,2016-06-25,NoClass
1,-56.55052004886223,-13.725005455169287,2000-02-18,2016-06-25,NoClass
1,-56.55241626531296,-13.737172648285336,2000-02-18,2016-06-25,NoClass
1,-56.55372755613707,-13.749388266233495,2000-02-18,2016-06-25,NoClass
1,-56.55216278425896,-13.758124431635737,2000-02-18,2016-06-25,NoClass
1,-56.56264247415019,-13.683300229383347,2000-02-18,2016-06-25,NoClass
1,-56.562553285600174,-13.692451994421516,2000-02-18,2016-06-25,NoClass
1,-56.561034724367104,-13.703228369205078,2000-02-18,2016-06-25,NoClass
1,-56.55969826745685,-13.714891014245476,2000-02-18,2016-06-25,NoClass
1,-56.55852584737723,-13.726811680322298,2000-02-18,2016-06-25,NoClass
1,-56.55935333767808,-13.737221869944943,2000-02-18,2016-06-25,NoClass
1,-56.55807056316739,-13.750422817588616,2000-02-18,2016-06-25,NoClass
1,-56.57024830209257,-13.695526935079132,2000-02-18,2016-06-25,NoClass
1,-56.57056971464586,-13.70556694097133,2000-02-18,2016-06-25,NoClass
1,-56.57112654267216,-13.713159630110205,2000-02-18,2016-06-25,NoClass
1,-56.57911579242286,-13.707649152350374,2000-02-18,2016-06-25,NoClass
1,-56.255575514418936,-13.641795744052402,2000-02-18,2016-06-25,NoClass
1,-56.25582705758996,-13.652090215601763,2000-02-18,2016-06-25,NoClass
1,-56.25635367235278,-13.667403615256118,2000-02-18,2016-06-25,NoClass
1,-56.246690532843196,-13.660126763359328,2000-02-18,2016-06-25,NoClass
1,-56.24135127838093,-13.654311210378351,2000-02-18,2016-06-25,NoClass
1,-56.23623084384342,-13.641064934521731,2000-02-18,2016-06-25,NoClass
1,-56.224476281096045,-13.63047040372849,2000-02-18,2016-06-25,NoClass
1,-56.22922985295941,-13.621361585422969,2000-02-18,2016-06-25,NoClass
1,-56.22501663345537,-13.608610135839868,2000-02-18,2016-06-25,NoClass
1,-56.21748452288462,-13.61649071780704,2000-02-18,2016-06-25,NoClass
1,-58.67338099089426,-13.495823404963476,2000-02-18,2016-06-25,NoClass
1,-58.679677870742204,-13.507655084482334,2000-02-18,2016-06-25,NoClass
1,-58.68613917829667,-13.51958081193778,2000-02-18,2016-06-25,NoClass
1,-58.693892350477924,-13.5330408273102,2000-02-18,2016-06-25,NoClass
1,-58.71318248236982,-13.535589419944321,2000-02-18,2016-06-25,NoClass
1,-58.706859785293865,-13.525080470815414,2000-02-18,2016-06-25,NoClass
1,-58.701670889466996,-13.512818813157251,2000-02-18,2016-06-25,NoClass
1,-58.69464603960295,-13.501323417341641,2000-02-18,2016-06-25,NoClass
1,-58.68744950119931,-13.489253133769592,2000-02-18,2016-06-25,NoClass
1,-58.682089312234424,-13.475849134153139,2000-02-18,2016-06-25,NoClass
1,-58.666851685633404,-13.483600536954821,2000-02-18,2016-06-25,NoClass
1,-58.66030462178331,-13.471532135413568,2000-02-18,2016-06-25,NoClass
1,-58.67605572062486,-13.464625341992381,2000-02-18,2016-06-25,NoClass
1,-55.60896001008707,-12.620169702765311,2000-02-18,2016-06-25,NoClass
1,-55.615881446802454,-12.608727404960268,2000-02-18,2016-06-25,NoClass
1,-55.606854851190114,-12.606376567117701,2000-02-18,2016-06-25,NoClass
1,-55.62099423003404,-12.626650978268135,2000-02-18,2016-06-25,NoClass
1,-55.62816398137278,-12.623370970337461,2000-02-18,2016-06-25,NoClass
1,-56.29317624068677,-12.899128202426889,2000-02-18,2016-06-25,NoClass
1,-56.286186022756596,-12.894758987584586,2000-02-18,2016-06-25,NoClass
1,-56.295439519358155,-12.88950772015975,2000-02-18,2016-06-25,NoClass
1,-55.618884104700214,-12.283251853326606,2000-02-18,2016-06-25,NoClass
1,-55.62458103880504,-12.276139021926513,2000-02-18,2016-06-25,NoClass
1,-55.62510409896963,-12.265215168514429,2000-02-18,2016-06-25,NoClass
1,-55.619866775304644,-12.259016570475534,2000-02-18,2016-06-25,NoClass
1,-55.61808177286088,-12.266267956557598,2000-02-18,2016-06-25,NoClass
1,-55.61377708833882,-12.272311053782683,2000-02-18,2016-06-25,NoClass
1,-55.60748032730054,-12.277222041579753,2000-02-18,2016-06-25,NoClass
1,-55.617835357784685,-12.21820011558285,2000-02-18,2016-06-25,NoClass
1,-55.61286996404886,-12.214461205295356,2000-02-18,2016-06-25,NoClass
1,-55.60454928593074,-12.208269368866352,2000-02-18,2016-06-25,NoClass
1,-55.597297722453405,-12.202290343462163,2000-02-18,2016-06-25,NoClass
1,-55.59449555035513,-12.2140652421552,2000-02-18,2016-06-25,NoClass
1,-55.600788205139985,-12.217462212292027,2000-02-18,2016-06-25,NoClass
1,-55.60826621578231,-12.221872664266288,2000-02-18,2016-06-25,NoClass
1,-55.615773173806176,-12.225967688469638,2000-02-18,2016-06-25,NoClass
1,-55.601620592662485,-12.157982459763478,2000-02-18,2016-06-25,NoClass
1,-55.60498845415969,-12.168534377210387,2000-02-18,2016-06-25,NoClass
1,-55.618834443578,-12.138172946414274,2000-02-18,2016-06-25,NoClass
1,-55.621910144228416,-12.147965631509223,2000-02-18,2016-06-25,NoClass
1,-55.59955134449276,-12.14660841992269,2000-02-18,2016-06-25,NoClass
1,-55.589201549372326,-12.151690354957788,2000-02-18,2016-06-25,NoClass
1,-55.582282584523206,-12.142142377415047,2000-02-18,2016-06-25,NoClass
1,-55.57989733353119,-12.151613387412135,2000-02-18,2016-06-25,NoClass
1,-55.57295791481795,-12.141363080512397,2000-02-18,2016-06-25,NoClass
1,-55.56422075006019,-12.150738424317673,2000-02-18,2016-06-25,NoClass
1,-55.561364954019794,-12.142372514455921,2000-02-18,2016-06-25,NoClass
1,-55.55487062157985,-12.15292252058648,2000-02-18,2016-06-25,NoClass
1,-55.55092205284073,-12.145330039140806,2000-02-18,2016-06-25,NoClass
1,-55.54440015011594,-12.15962870990286,2000-02-18,2016-06-25,NoClass
1,-55.66939327838224,-12.12514057018116,2000-02-18,2016-06-25,NoClass
1,-55.67753747161624,-12.118905833592585,2000-02-18,2016-06-25,NoClass
1,-55.68507399694311,-12.11579530917802,2000-02-18,2016-06-25,NoClass
1,-55.69561767607741,-12.1160227939041,2000-02-18,2016-06-25,NoClass
1,-55.702086637820436,-12.114134109503219,2000-02-18,2016-06-25,NoClass
1,-55.67083732653885,-12.104199334527875,2000-02-18,2016-06-25,NoClass
1,-55.67914221813767,-12.097811638228611,2000-02-18,2016-06-25,NoClass
1,-55.6690528009113,-12.086697969074022,2000-02-18,2016-06-25,NoClass
1,-55.66053472822378,-12.094334218292973,2000-02-18,2016-06-25,NoClass
1,-55.651600339367,-12.086874261993179,2000-02-18,2016-06-25,NoClass
1,-55.65843971776383,-12.077365045919985,2000-02-18,2016-06-25,NoClass
1,-55.67170971594268,-12.077530587314364,2000-02-18,2016-06-25,NoClass
1,-55.66697781015282,-12.072711663965714,2000-02-18,2016-06-25,NoClass
1,-55.65901448250588,-12.063060839752051,2000-02-18,2016-06-25,NoClass
1,-55.653497571574654,-12.072569547666232,2000-02-18,2016-06-25,NoClass
1,-55.64203225758862,-12.080342448043835,2000-02-18,2016-06-25,NoClass
1,-55.635113302217825,-12.074669837186054,2000-02-18,2016-06-25,NoClass
1,-55.64674550309357,-12.069115254561776,2000-02-18,2016-06-25,NoClass
1,-55.6468726174746,-12.059037923571614,2000-02-18,2016-06-25,NoClass
1,-55.639526143753855,-12.062632645654457,2000-02-18,2016-06-25,NoClass
1,-55.62987760150885,-12.057483386736207,2000-02-18,2016-06-25,NoClass
1,-55.6268442583851,-12.069986381773965,2000-02-18,2016-06-25,NoClass
1,-55.61569850104111,-12.074160756532235,2000-02-18,2016-06-25,NoClass
1,-55.61905285714445,-12.066051932972886,2000-02-18,2016-06-25,NoClass
1,-55.622691521480796,-12.055128559911537,2000-02-18,2016-06-25,NoClass
1,-55.70100137827023,-12.097085219447509,2000-02-18,2016-06-25,NoClass
1,-55.698210742042065,-12.090653514950128,2000-02-18,2016-06-25,NoClass
1,-55.69028643535303,-12.089130154687721,2000-02-18,2016-06-25,NoClass
1,-55.69405721880731,-12.082718406082991,2000-02-18,2016-06-25,NoClass
1,-55.69791179770243,-12.072965138008659,2000-02-18,2016-06-25,NoClass
1,-55.69899923698607,-12.062389262012381,2000-02-18,2016-06-25,NoClass
1,-55.6894917342606,-12.058756857255444,2000-02-18,2016-06-25,NoClass
1,-55.68556223143064,-12.07076493388046,2000-02-18,2016-06-25,NoClass
1,-55.6757819540098,-12.064728255729639,2000-02-18,2016-06-25,NoClass
1,-55.67869740095638,-12.057920250046836,2000-02-18,2016-06-25,NoClass
1,-55.67104379119154,-12.056551585364478,2000-02-18,2016-06-25,NoClass
1,-55.667675596567584,-12.06016217824856,2000-02-18,2016-06-25,NoClass
1,-55.664927404438636,-12.045330435496464,2000-02-18,2016-06-25,NoClass
1,-55.659023717232344,-12.046064785880498,2000-02-18,2016-06-25,NoClass
1,-55.65065211037668,-12.042028978297447,2000-02-18,2016-06-25,NoClass
1,-55.654426560278765,-12.029260797122216,2000-02-18,2016-06-25,NoClass
1,-55.66375563930873,-12.030901933419443,2000-02-18,2016-06-25,NoClass
1,-55.6737702049406,-12.032233911124221,2000-02-18,2016-06-25,NoClass
1,-55.660368470230104,-12.014488301264691,2000-02-18,2016-06-25,NoClass
1,-55.66323271803186,-12.00271919091149,2000-02-18,2016-06-25,NoClass
1,-55.653311930560946,-11.993237471899658,2000-02-18,2016-06-25,NoClass
1,-55.66842266419988,-11.991472614286879,2000-02-18,2016-06-25,NoClass
1,-55.66600797530597,-11.982098253584988,2000-02-18,2016-06-25,NoClass
1,-55.6622890596331,-12.109814525274643,2000-02-18,2016-06-25,NoClass
1,-55.648068547730595,-12.106424423369775,2000-02-18,2016-06-25,NoClass
1,-55.6242558420943,-12.081598869851115,2000-02-18,2016-06-25,NoClass
1,-55.63876122741299,-12.092657473933897,2000-02-18,2016-06-25,NoClass
1,-55.62066694178999,-12.093084962302353,2000-02-18,2016-06-25,NoClass
1,-55.6487625453672,-12.116176290022464,2000-02-18,2016-06-25,NoClass
1,-55.6613277376807,-12.120459735078166,2000-02-18,2016-06-25,NoClass
1,-58.7666664282374,-13.46171089012037,2000-02-18,2016-06-25,NoClass
1,-58.747386505611615,-13.461019734329971,2000-02-18,2016-06-25,NoClass
1,-58.76559459944689,-13.449791665471853,2000-02-18,2016-06-25,NoClass
1,-58.74880483451649,-13.448705164292946,2000-02-18,2016-06-25,NoClass
1,-58.76211340499155,-13.436070249478917,2000-02-18,2016-06-25,NoClass
1,-58.7492029952466,-13.436456528932249,2000-02-18,2016-06-25,NoClass
1,-58.73363389731052,-13.459446375755551,2000-02-18,2016-06-25,NoClass
1,-58.732662475870285,-13.446624536204654,2000-02-18,2016-06-25,NoClass
1,-58.73493437387557,-13.435852567249581,2000-02-18,2016-06-25,NoClass
1,-58.72134169435048,-13.437189089469967,2000-02-18,2016-06-25,NoClass
1,-58.732997194687925,-13.374407513301016,2000-02-18,2016-06-25,NoClass
1,-58.73160600435236,-13.365410902711604,2000-02-18,2016-06-25,NoClass
1,-58.71350159508205,-13.366454002553114,2000-02-18,2016-06-25,NoClass
1,-58.71714631253888,-13.375704678998648,2000-02-18,2016-06-25,NoClass
1,-58.730606651499656,-13.338071004005437,2000-02-18,2016-06-25,NoClass
1,-58.79328927892451,-13.402165616204998,2000-02-18,2016-06-25,NoClass
1,-58.80045890982799,-13.419805788891729,2000-02-18,2016-06-25,NoClass
1,-58.78897553717103,-13.418844700823854,2000-02-18,2016-06-25,NoClass
1,-58.78428219489836,-13.433311684281437,2000-02-18,2016-06-25,NoClass
1,-58.77591930148627,-13.440637866059056,2000-02-18,2016-06-25,NoClass
1,-58.753999054720225,-13.386798753859031,2000-02-18,2016-06-25,NoClass
1,-58.80959408301009,-13.393094067870901,2000-02-18,2016-06-25,NoClass
1,-58.80750973115954,-13.403367750949164,2000-02-18,2016-06-25,NoClass
1,-58.811460755231074,-13.38460784072432,2000-02-18,2016-06-25,NoClass
1,-58.80836485318188,-13.415810132679082,2000-02-18,2016-06-25,NoClass
1,-58.81409006192156,-13.42053169429761,2000-02-18,2016-06-25,NoClass
1,-58.804670710018016,-13.429227983437222,2000-02-18,2016-06-25,NoClass
1,-58.818090178916364,-13.369305434317383,2000-02-18,2016-06-25,NoClass
1,-58.818090178916364,-13.369305434317383,2000-02-18,2016-06-25,NoClass
1,-58.818090178916364,-13.369305434317383,2000-02-18,2016-06-25,NoClass
1,-58.818090178916364,-13.369305434317383,2000-02-18,2016-06-25,NoClass
1,-58.81762254580585,-13.396502376245525,2000-02-18,2016-06-25,NoClass
1,-58.816711410577014,-13.416819053873107,2000-02-18,2016-06-25,NoClass
1,-58.72061646135229,-13.461282414352421,2000-02-18,2016-06-25,NoClass
1,-58.713044727471384,-13.440656317051676,2000-02-18,2016-06-25,NoClass
1,-58.76315380917372,-13.420749198431762,2000-02-18,2016-06-25,NoClass
1,-58.763137347869176,-13.404016021277407,2000-02-18,2016-06-25,NoClass
1,-58.753934777376045,-13.368731506634155,2000-02-18,2016-06-25,NoClass
1,-58.784413741456504,-13.388700878547668,2000-02-18,2016-06-25,NoClass
1,-58.772830625841586,-13.385959516528073,2000-02-18,2016-06-25,NoClass
1,-58.77276222257302,-13.403425621742159,2000-02-18,2016-06-25,NoClass
1,-58.77329052247766,-13.420231502759929,2000-02-18,2016-06-25,NoClass
1,-55.8255816372193,-12.101800115824751,2000-02-18,2016-06-25,NoClass
1,-55.82741169014063,-12.08818969787144,2000-02-18,2016-06-25,NoClass
1,-55.81287439819989,-12.083348501895507,2000-02-18,2016-06-25,NoClass
1,-55.8123634059487,-12.092651773603158,2000-02-18,2016-06-25,NoClass
1,-55.8013875012711,-12.093768664330074,2000-02-18,2016-06-25,NoClass
1,-55.79866578258946,-12.083027104912391,2000-02-18,2016-06-25,NoClass
1,-55.785587994969475,-12.08252660738015,2000-02-18,2016-06-25,NoClass
1,-55.7839960357317,-12.090633344424853,2000-02-18,2016-06-25,NoClass
1,-55.79258821348088,-12.09115656823629,2000-02-18,2016-06-25,NoClass
1,-55.78170159091473,-12.100223841310937,2000-02-18,2016-06-25,NoClass
1,-55.8410623943886,-12.750702948632783,2000-02-18,2016-06-25,NoClass
1,-55.853705425306536,-12.753247208601218,2000-02-18,2016-06-25,NoClass
1,-55.864394155003986,-12.755699124516173,2000-02-18,2016-06-25,NoClass
1,-55.87756143989785,-12.758387509051246,2000-02-18,2016-06-25,NoClass
1,-55.88725682957477,-12.760457427270087,2000-02-18,2016-06-25,NoClass
1,-55.895845917659486,-12.76222121309323,2000-02-18,2016-06-25,NoClass
1,-55.856124853215505,-12.765636202533207,2000-02-18,2016-06-25,NoClass
1,-55.89227142521068,-12.77347494439738,2000-02-18,2016-06-25,NoClass
1,-55.88287212618269,-12.771241460138997,2000-02-18,2016-06-25,NoClass
1,-55.87692130316788,-12.770018534769761,2000-02-18,2016-06-25,NoClass
1,-55.869688883272374,-12.768447653398182,2000-02-18,2016-06-25,NoClass
